Store,Month,Year,Holiday_Flag,Weekly_Sales,CPI,Unemployment
1,5,2012,0,1684519.99,221.6718,7.143
1,5,2012,0,1611096.05,221.7256632,7.143
1,5,2012,0,1595901.87,221.742674,7.143
1,5,2012,0,1555444.55,221.744944,7.143
1,6,2012,0,1624477.58,221.7472139,7.143
1,6,2012,0,1697230.96,221.7494839,7.143
1,6,2012,0,1630607.0,221.7626421,7.143
1,6,2012,0,1527845.81,221.8030211,7.143
1,6,2012,0,1540421.49,221.8434,7.143
1,7,2012,0,1769854.16,221.8837789,6.908
1,7,2012,0,1527014.04,221.9241579,6.908
1,7,2012,0,1497954.76,221.9327267,6.908
1,7,2012,0,1439123.71,221.9412954,6.908
1,8,2012,0,1631135.79,221.9498642,6.908
1,8,2012,0,1592409.97,221.9584329,6.908
1,8,2012,0,1597868.05,222.0384109,6.908
1,8,2012,0,1494122.38,222.1719457,6.908
1,8,2012,0,1582083.4,222.3054805,6.908
1,9,2012,1,1661767.33,222.4390153,6.908
1,9,2012,0,1517428.87,222.5820193,6.908
1,9,2012,0,1506126.06,222.7818386,6.908
1,9,2012,0,1437059.26,222.9816579,6.908
1,10,2012,0,1670785.97,223.1814772,6.573
1,10,2012,0,1573072.81,223.3812965,6.573
1,10,2012,0,1508068.77,223.4257233,6.573
1,10,2012,0,1493659.74,223.4442513,6.573
2,2,2010,0,2136989.46,210.7526053,8.324
2,2,2010,1,2137809.5,210.8979935,8.324
2,2,2010,0,2124451.54,210.9451605,8.324
2,2,2010,0,1865097.27,210.9759573,8.324
2,3,2010,0,1991013.13,211.0067542,8.324
2,3,2010,0,1990483.78,211.037551,8.324
2,3,2010,0,1946070.88,210.8733316,8.324
2,3,2010,0,1750197.81,210.6766095,8.324
2,4,2010,0,2066187.72,210.4798874,8.2
2,4,2010,0,1954689.21,210.2831653,8.2
2,4,2010,0,1874957.94,210.1495463,8.2
2,4,2010,0,1821990.93,210.1000648,8.2
2,4,2010,0,1802450.29,210.0505833,8.2
2,5,2010,0,2042581.71,210.0011018,8.2
2,5,2010,0,1880752.36,209.9984585,8.2
2,5,2010,0,1896937.1,210.2768443,8.2
2,5,2010,0,1957113.89,210.5552301,8.2
2,6,2010,0,2102539.93,210.833616,8.2
2,6,2010,0,2025538.76,211.1120018,8.2
2,6,2010,0,2001636.96,211.1096543,8.2
2,6,2010,0,1939927.09,210.9950134,8.2
2,7,2010,0,2003940.64,210.8803726,8.099
2,7,2010,0,1880902.62,210.7657317,8.099
2,7,2010,0,1845879.79,210.7577954,8.099
2,7,2010,0,1781717.71,210.8921319,8.099
2,7,2010,0,1804246.16,211.0264684,8.099
2,8,2010,0,1991909.98,211.1608049,8.099
2,8,2010,0,1895601.05,211.2951413,8.099
2,8,2010,0,1964335.23,211.2596586,8.099
2,8,2010,0,1863840.49,211.2241759,8.099
2,9,2010,0,1904608.09,211.1886931,8.099
2,9,2010,1,1839128.83,211.1532104,8.099
2,9,2010,0,1793903.6,211.1806415,8.099
2,9,2010,0,1724557.22,211.2552578,8.099
2,10,2010,0,1827440.43,211.3298742,8.163
2,10,2010,0,1849921.44,211.4044906,8.163
2,10,2010,0,1794355.49,211.4713286,8.163
2,10,2010,0,1737947.64,211.5187208,8.163
2,10,2010,0,1802755.11,211.5661131,8.163
2,11,2010,0,1939061.41,211.6135053,8.163
2,11,2010,0,1916812.74,211.6608975,8.163
2,11,2010,0,1956739.17,211.5470304,8.163
2,11,2010,1,2658725.29,211.4062867,8.163
2,12,2010,0,2015781.27,211.265543,8.163
2,12,2010,0,2378726.55,211.1247993,8.163
2,12,2010,0,2609166.75,211.0645458,8.163
2,12,2010,0,3436007.68,211.0646599,8.163
2,12,2010,1,1750434.55,211.064774,8.163
2,1,2011,0,1758050.79,211.0648881,8.028
2,1,2011,0,1744193.58,211.1176713,8.028
2,1,2011,0,1751384.9,211.4864691,8.028
2,1,2011,0,1695371.68,211.8552668,8.028
2,2,2011,0,1929346.23,212.2240646,8.028
2,2,2011,1,2168041.61,212.5928624,8.028
2,2,2011,0,2080884.82,212.9033115,8.028
2,2,2011,0,1833511.08,213.190421,8.028
2,3,2011,0,1981607.78,213.4775305,8.028
2,3,2011,0,1879107.31,213.7646401,8.028
2,3,2011,0,1902557.66,214.0156238,8.028
2,3,2011,0,1766162.05,214.2521573,8.028
2,4,2011,0,1800171.36,214.4886908,7.931
2,4,2011,0,1847552.61,214.7252242,7.931
2,4,2011,0,1856467.84,214.9420631,7.931
2,4,2011,0,1886339.6,215.1096657,7.931
2,4,2011,0,1745545.28,215.2772683,7.931
2,5,2011,0,1837743.6,215.4448709,7.931
2,5,2011,0,1838513.07,215.6124735,7.931
2,5,2011,0,1688281.86,215.3834778,7.931
2,5,2011,0,1797732.56,215.1544822,7.931
2,6,2011,0,1933756.21,214.9254865,7.931
2,6,2011,0,1929153.16,214.6964908,7.931
2,6,2011,0,1953771.99,214.6513538,7.931
2,6,2011,0,1790925.8,214.7441108,7.931
2,7,2011,0,1866243.0,214.8368678,7.852
2,7,2011,0,1853161.99,214.9296249,7.852
2,7,2011,0,1785187.29,215.0134426,7.852
2,7,2011,0,1743816.41,215.0749122,7.852
2,7,2011,0,1680693.06,215.1363819,7.852
2,8,2011,0,1876704.26,215.1978515,7.852
2,8,2011,0,1812768.26,215.2593211,7.852
2,8,2011,0,1844094.59,215.3229307,7.852
2,8,2011,0,1821139.91,215.386897,7.852
2,9,2011,0,1809119.7,215.4508632,7.852
2,9,2011,1,1748000.65,215.5148295,7.852
2,9,2011,0,1691439.52,215.6944378,7.852
2,9,2011,0,1669299.78,216.0282356,7.852
2,9,2011,0,1650394.44,216.3620333,7.852
2,10,2011,0,1837553.43,216.6958311,7.441
2,10,2011,0,1743882.19,217.0048261,7.441
2,10,2011,0,1834680.25,217.1650042,7.441
2,10,2011,0,1769296.25,217.3251824,7.441
2,11,2011,0,1959707.9,217.4853605,7.441
2,11,2011,0,1920725.15,217.6455387,7.441
2,11,2011,0,1902762.5,217.8670218,7.441
2,11,2011,1,2614202.3,218.1130269,7.441
2,12,2011,0,1954952.0,218.3590319,7.441
2,12,2011,0,2290549.32,218.605037,7.441
2,12,2011,0,2432736.52,218.8217928,7.441
2,12,2011,0,3224369.8,218.9995495,7.441
2,12,2011,1,1874226.52,219.1773063,7.441
2,1,2012,0,1799520.14,219.355063,7.057
2,1,2012,0,1744725.48,219.5328198,7.057
2,1,2012,0,1711769.11,219.6258417,7.057
2,1,2012,0,1660906.14,219.7188636,7.057
2,2,2012,0,1935299.94,219.8118854,7.057
2,2,2012,1,2103322.68,219.9049073,7.057
2,2,2012,0,2196688.46,220.0651993,7.057
2,2,2012,0,1861802.7,220.275944,7.057
2,3,2012,0,1952555.66,220.4866886,7.057
2,3,2012,0,1937628.26,220.6974332,7.057
2,3,2012,0,1976082.13,220.8498468,7.057
2,3,2012,0,1790439.16,220.9244858,7.057
2,3,2012,0,1857480.84,220.9991248,7.057
2,4,2012,0,2129035.91,221.0737638,6.891
2,4,2012,0,1935869.1,221.1484028,6.891
2,4,2012,0,1847344.45,221.2021074,6.891
2,4,2012,0,1764133.09,221.255812,6.891
2,5,2012,0,1923957.09,221.3095166,6.891
2,5,2012,0,1917520.99,221.3632212,6.891
2,5,2012,0,2000940.67,221.380331,6.891
2,5,2012,0,1912791.09,221.3828029,6.891
2,6,2012,0,1910092.37,221.3852748,6.891
2,6,2012,0,2010216.49,221.3877467,6.891
2,6,2012,0,1962924.3,221.4009901,6.891
2,6,2012,0,1887733.21,221.4411622,6.891
2,6,2012,0,1881046.12,221.4813343,6.891
2,7,2012,0,2041507.4,221.5215064,6.565
2,7,2012,0,1830075.13,221.5616784,6.565
2,7,2012,0,1819666.46,221.5701123,6.565
2,7,2012,0,1757923.88,221.5785461,6.565
2,8,2012,0,1946104.64,221.5869799,6.565
2,8,2012,0,1866719.96,221.5954138,6.565
2,8,2012,0,1928016.01,221.6751459,6.565
2,8,2012,0,1876788.15,221.8083518,6.565
2,8,2012,0,1947083.3,221.9415576,6.565
2,9,2012,1,1898777.07,222.0747635,6.565
2,9,2012,0,1814806.63,222.2174395,6.565
2,9,2012,0,1829415.67,222.4169362,6.565
2,9,2012,0,1746470.56,222.6164329,6.565
2,10,2012,0,1998321.04,222.8159296,6.17
2,10,2012,0,1900745.13,223.0154263,6.17
2,10,2012,0,1847990.41,223.0598077,6.17
2,10,2012,0,1834458.35,223.0783366,6.17
3,2,2010,0,461622.22,214.4248812,7.368
3,2,2010,1,420728.96,214.5747916,7.368
3,2,2010,0,421642.19,214.6198868,7.368
3,2,2010,0,407204.86,214.6475127,7.368
3,3,2010,0,415202.04,214.6751386,7.368
3,3,2010,0,384200.69,214.7027646,7.368
3,3,2010,0,375328.59,214.5301219,7.368
3,3,2010,0,359949.27,214.3241011,7.368
3,4,2010,0,423294.4,214.1180803,7.343
3,4,2010,0,415870.28,213.9120595,7.343
3,4,2010,0,354993.26,213.7726889,7.343
3,4,2010,0,339976.65,213.7221852,7.343
3,4,2010,0,361248.39,213.6716815,7.343
3,5,2010,0,399323.86,213.6211778,7.343
3,5,2010,0,384357.94,213.6196139,7.343
3,5,2010,0,343763.17,213.9116886,7.343
3,5,2010,0,350089.23,214.2037634,7.343
3,6,2010,0,396968.8,214.4958382,7.343
3,6,2010,0,355017.09,214.787913,7.343
3,6,2010,0,364076.85,214.7858259,7.343
3,6,2010,0,357346.48,214.6660741,7.343
3,7,2010,0,381151.72,214.5463222,7.346
3,7,2010,0,349214.18,214.4265704,7.346
3,7,2010,0,352728.78,214.4176476,7.346
3,7,2010,0,352864.49,214.5564968,7.346
3,7,2010,0,347955.05,214.695346,7.346
3,8,2010,0,402635.76,214.8341952,7.346
3,8,2010,0,339597.38,214.9730444,7.346
3,8,2010,0,351728.21,214.9314191,7.346
3,8,2010,0,362134.09,214.8897938,7.346
3,9,2010,0,366473.97,214.8481685,7.346
3,9,2010,1,352260.97,214.8065431,7.346
3,9,2010,0,363064.64,214.8322484,7.346
3,9,2010,0,355626.87,214.9084516,7.346
3,10,2010,0,358784.1,214.9846548,7.564
3,10,2010,0,395107.35,215.060858,7.564
3,10,2010,0,345584.39,215.1293114,7.564
3,10,2010,0,348895.98,215.17839,7.564
3,10,2010,0,348591.74,215.2274686,7.564
3,11,2010,0,423175.56,215.2765472,7.564
3,11,2010,0,386635.03,215.3256258,7.564
3,11,2010,0,372545.32,215.2074519,7.564
3,11,2010,1,565567.84,215.0614025,7.564
3,12,2010,0,476420.77,214.9153531,7.564
3,12,2010,0,467642.03,214.7693037,7.564
3,12,2010,0,498159.39,214.704919,7.564
3,12,2010,0,605990.41,214.7017828,7.564
3,12,2010,1,382677.76,214.6986466,7.564
3,1,2011,0,378241.34,214.6955104,7.551
3,1,2011,0,381061.1,214.7470729,7.551
3,1,2011,0,350876.7,215.1268275,7.551
3,1,2011,0,364866.24,215.5065821,7.551
3,2,2011,0,438516.53,215.8863367,7.551
3,2,2011,1,430526.21,216.2660913,7.551
3,2,2011,0,432782.1,216.5843571,7.551
3,2,2011,0,397211.19,216.8780275,7.551
3,3,2011,0,437084.51,217.1716979,7.551
3,3,2011,0,404753.3,217.4653683,7.551
3,3,2011,0,392109.51,217.7235226,7.551
3,3,2011,0,380683.67,217.9674705,7.551
3,4,2011,0,374556.08,218.2114184,7.574
3,4,2011,0,384075.31,218.4553663,7.574
3,4,2011,0,366250.69,218.6788642,7.574
3,4,2011,0,391860.04,218.851237,7.574
3,4,2011,0,367405.4,219.0236099,7.574
3,5,2011,0,413042.12,219.1959827,7.574
3,5,2011,0,386312.68,219.3683556,7.574
3,5,2011,0,364603.13,219.127216,7.574
3,5,2011,0,369350.6,218.8860765,7.574
3,6,2011,0,394507.84,218.6449369,7.574
3,6,2011,0,391638.75,218.4037974,7.574
3,6,2011,0,403423.34,218.3551748,7.574
3,6,2011,0,385520.71,218.45094,7.574
3,7,2011,0,368962.72,218.5467052,7.567
3,7,2011,0,395146.24,218.6424704,7.567
3,7,2011,0,373454.33,218.7275216,7.567
3,7,2011,0,360617.37,218.7857881,7.567
3,7,2011,0,345381.29,218.8440545,7.567
3,8,2011,0,409981.25,218.9023209,7.567
3,8,2011,0,380376.85,218.9605873,7.567
3,8,2011,0,379716.91,219.023271,7.567
3,8,2011,0,366367.55,219.0866908,7.567
3,9,2011,0,375988.69,219.1501106,7.567
3,9,2011,1,377347.49,219.2135305,7.567
3,9,2011,0,375629.51,219.3972867,7.567
3,9,2011,0,365248.94,219.7414914,7.567
3,9,2011,0,368477.93,220.085696,7.567
3,10,2011,0,403342.4,220.4299007,7.197
3,10,2011,0,368282.57,220.7486167,7.197
3,10,2011,0,394976.36,220.9144005,7.197
3,10,2011,0,389540.62,221.0801842,7.197
3,11,2011,0,459443.22,221.245968,7.197
3,11,2011,0,407764.25,221.4117517,7.197
3,11,2011,0,398838.97,221.6432852,7.197
3,11,2011,1,556925.19,221.9011185,7.197
3,12,2011,0,472511.32,222.1589519,7.197
3,12,2011,0,468772.8,222.4167852,7.197
3,12,2011,0,510747.62,222.6426418,7.197
3,12,2011,0,551221.21,222.8258628,7.197
3,12,2011,1,410553.88,223.0090839,7.197
3,1,2012,0,398178.21,223.1923049,6.833
3,1,2012,0,367438.62,223.3755259,6.833
3,1,2012,0,365818.61,223.4700552,6.833
3,1,2012,0,349518.1,223.5645845,6.833
3,2,2012,0,424960.66,223.6591137,6.833
3,2,2012,1,473292.47,223.753643,6.833
3,2,2012,0,475591.08,223.9170153,6.833
3,2,2012,0,418925.47,224.1320199,6.833
3,3,2012,0,469752.56,224.3470245,6.833
3,3,2012,0,445162.05,224.5620291,6.833
3,3,2012,0,411775.8,224.7166953,6.833
3,3,2012,0,413907.25,224.7909104,6.833
3,3,2012,0,407488.84,224.8651254,6.833
3,4,2012,0,503232.13,224.9393405,6.664
3,4,2012,0,420789.74,225.0135556,6.664
3,4,2012,0,434822.13,225.0689541,6.664
3,4,2012,0,394616.11,225.1243526,6.664
3,5,2012,0,439913.57,225.1797511,6.664
3,5,2012,0,431985.36,225.2351496,6.664
3,5,2012,0,418112.76,225.2512024,6.664
3,5,2012,0,413701.29,225.2515168,6.664
3,6,2012,0,432268.53,225.2518313,6.664
3,6,2012,0,446336.8,225.2521458,6.664
3,6,2012,0,442074.79,225.2644795,6.664
3,6,2012,0,419497.95,225.3068615,6.664
3,6,2012,0,422965.33,225.3492435,6.664
3,7,2012,0,411206.5,225.3916254,6.334
3,7,2012,0,416913.1,225.4340074,6.334
3,7,2012,0,432424.85,225.4438827,6.334
3,7,2012,0,389427.9,225.4537579,6.334
3,8,2012,0,419990.29,225.4636332,6.334
3,8,2012,0,391811.6,225.4735085,6.334
3,8,2012,0,394918.83,225.5558664,6.334
3,8,2012,0,412449.67,225.6925864,6.334
3,8,2012,0,408838.73,225.8293063,6.334
3,9,2012,1,408229.73,225.9660263,6.334
3,9,2012,0,407589.16,226.1122067,6.334
3,9,2012,0,414392.09,226.3151496,6.334
3,9,2012,0,389813.02,226.5180926,6.334
3,10,2012,0,443557.65,226.7210356,6.034
3,10,2012,0,410804.39,226.9239785,6.034
3,10,2012,0,424513.08,226.9688442,6.034
3,10,2012,0,405432.7,226.9873637,6.034
4,2,2010,0,2135143.87,126.4420645,8.623
4,2,2010,1,2188307.39,126.4962581,8.623
4,2,2010,0,2049860.26,126.5262857,8.623
4,2,2010,0,1925728.84,126.5522857,8.623
4,3,2010,0,1971057.44,126.5782857,8.623
4,3,2010,0,1894324.09,126.6042857,8.623
4,3,2010,0,1897429.36,126.6066452,8.623
4,3,2010,0,1762539.3,126.6050645,8.623
4,4,2010,0,1979247.12,126.6034839,7.896
4,4,2010,0,1818452.72,126.6019032,7.896
4,4,2010,0,1851519.69,126.5621,7.896
4,4,2010,0,1802677.9,126.4713333,7.896
4,4,2010,0,1817273.28,126.3805667,7.896
4,5,2010,0,2000626.14,126.2898,7.896
4,5,2010,0,1875597.28,126.2085484,7.896
4,5,2010,0,1903752.6,126.1843871,7.896
4,5,2010,0,1857533.7,126.1602258,7.896
4,6,2010,0,1903290.58,126.1360645,7.896
4,6,2010,0,1870619.23,126.1119032,7.896
4,6,2010,0,1929736.35,126.114,7.896
4,6,2010,0,1846651.95,126.1266,7.896
4,7,2010,0,1881337.21,126.1392,7.372
4,7,2010,0,1812208.22,126.1518,7.372
4,7,2010,0,1898427.66,126.1498065,7.372
4,7,2010,0,1848426.78,126.1283548,7.372
4,7,2010,0,1796637.61,126.1069032,7.372
4,8,2010,0,1907638.58,126.0854516,7.372
4,8,2010,0,2007050.75,126.064,7.372
4,8,2010,0,1997181.09,126.0766452,7.372
4,8,2010,0,1848403.92,126.0892903,7.372
4,9,2010,0,1935857.58,126.1019355,7.372
4,9,2010,1,1865820.81,126.1145806,7.372
4,9,2010,0,1899959.61,126.1454667,7.372
4,9,2010,0,1810684.68,126.1900333,7.372
4,10,2010,0,1842821.02,126.2346,7.127
4,10,2010,0,1951494.85,126.2791667,7.127
4,10,2010,0,1867345.09,126.3266774,7.127
4,10,2010,0,1927610.06,126.3815484,7.127
4,10,2010,0,1933333.0,126.4364194,7.127
4,11,2010,0,2013115.79,126.4912903,7.127
4,11,2010,0,1999794.26,126.5461613,7.127
4,11,2010,0,2097809.4,126.6072,7.127
4,11,2010,1,2789469.45,126.6692667,7.127
4,12,2010,0,2102530.17,126.7313333,7.127
4,12,2010,0,2302504.86,126.7934,7.127
4,12,2010,0,2740057.14,126.8794839,7.127
4,12,2010,0,3526713.39,126.9835806,7.127
4,12,2010,1,1794868.74,127.0876774,7.127
4,1,2011,0,1862476.27,127.1917742,6.51
4,1,2011,0,1865502.46,127.3009355,6.51
4,1,2011,0,1886393.94,127.4404839,6.51
4,1,2011,0,1814240.85,127.5800323,6.51
4,2,2011,0,2119086.04,127.7195806,6.51
4,2,2011,1,2187847.29,127.859129,6.51
4,2,2011,0,2316495.56,127.99525,6.51
4,2,2011,0,2078094.69,128.13,6.51
4,3,2011,0,2103455.75,128.26475,6.51
4,3,2011,0,2039818.41,128.3995,6.51
4,3,2011,0,2116475.38,128.5121935,6.51
4,3,2011,0,1944164.32,128.6160645,6.51
4,4,2011,0,1900246.47,128.7199355,5.946
4,4,2011,0,2074953.46,128.8238065,5.946
4,4,2011,0,1960587.76,128.9107333,5.946
4,4,2011,0,2220600.76,128.9553,5.946
4,4,2011,0,1878167.44,128.9998667,5.946
4,5,2011,0,2063682.76,129.0444333,5.946
4,5,2011,0,2002362.37,129.089,5.946
4,5,2011,0,2015563.48,129.0756774,5.946
4,5,2011,0,1986597.95,129.0623548,5.946
4,6,2011,0,2065377.15,129.0490323,5.946
4,6,2011,0,2073951.38,129.0357097,5.946
4,6,2011,0,2141210.62,129.0432,5.946
4,6,2011,0,2008344.92,129.0663,5.946
4,7,2011,0,2051533.53,129.0894,5.644
4,7,2011,0,2066541.86,129.1125,5.644
4,7,2011,0,2049046.95,129.1338387,5.644
4,7,2011,0,2036231.39,129.1507742,5.644
4,7,2011,0,1989674.07,129.1677097,5.644
4,8,2011,0,2160057.39,129.1846452,5.644
4,8,2011,0,2105668.74,129.2015806,5.644
4,8,2011,0,2232892.1,129.2405806,5.644
4,8,2011,0,1988490.21,129.2832581,5.644
4,9,2011,0,2078420.31,129.3259355,5.644
4,9,2011,1,2093139.01,129.3686129,5.644
4,9,2011,0,2075577.33,129.4306,5.644
4,9,2011,0,2031406.41,129.5183333,5.644
4,9,2011,0,1929486.63,129.6060667,5.644
4,10,2011,0,2166737.65,129.6938,5.143
4,10,2011,0,2074548.85,129.7706452,5.143
4,10,2011,0,2207742.13,129.7821613,5.143
4,10,2011,0,2151659.59,129.7936774,5.143
4,11,2011,0,2281217.31,129.8051935,5.143
4,11,2011,0,2203028.96,129.8167097,5.143
4,11,2011,0,2243946.59,129.8268333,5.143
4,11,2011,1,3004702.33,129.8364,5.143
4,12,2011,0,2180999.26,129.8459667,5.143
4,12,2011,0,2508955.24,129.8555333,5.143
4,12,2011,0,2771397.17,129.8980645,5.143
4,12,2011,0,3676388.98,129.9845484,5.143
4,12,2011,1,2007105.86,130.0710323,5.143
4,1,2012,0,2047766.07,130.1575161,4.607
4,1,2012,0,1941676.61,130.244,4.607
4,1,2012,0,2005097.76,130.2792258,4.607
4,1,2012,0,1928720.51,130.3144516,4.607
4,2,2012,0,2173373.91,130.3496774,4.607
4,2,2012,1,2374660.64,130.3849032,4.607
4,2,2012,0,2427640.17,130.4546207,4.607
4,2,2012,0,2226662.17,130.5502069,4.607
4,3,2012,0,2206319.9,130.6457931,4.607
4,3,2012,0,2202450.81,130.7413793,4.607
4,3,2012,0,2214967.44,130.8261935,4.607
4,3,2012,0,2091592.54,130.8966452,4.607
4,3,2012,0,2089381.77,130.9670968,4.607
4,4,2012,0,2470206.13,131.0375484,4.308
4,4,2012,0,2105301.39,131.108,4.308
4,4,2012,0,2144336.89,131.1173333,4.308
4,4,2012,0,2064065.66,131.1266667,4.308
4,5,2012,0,2196968.33,131.136,4.308
4,5,2012,0,2127661.17,131.1453333,4.308
4,5,2012,0,2207214.81,131.0983226,4.308
4,5,2012,0,2154137.67,131.0287742,4.308
4,6,2012,0,2179360.94,130.9592258,4.308
4,6,2012,0,2245257.18,130.8896774,4.308
4,6,2012,0,2234190.93,130.8295333,4.308
4,6,2012,0,2197299.65,130.7929,4.308
4,6,2012,0,2128362.92,130.7562667,4.308
4,7,2012,0,2224499.28,130.7196333,4.077
4,7,2012,0,2100252.61,130.683,4.077
4,7,2012,0,2175563.69,130.7012903,4.077
4,7,2012,0,2048613.65,130.7195806,4.077
4,8,2012,0,2174514.13,130.737871,4.077
4,8,2012,0,2193367.69,130.7561613,4.077
4,8,2012,0,2283540.3,130.7909677,4.077
4,8,2012,0,2125241.68,130.8381613,4.077
4,8,2012,0,2081181.35,130.8853548,4.077
4,9,2012,1,2125104.72,130.9325484,4.077
